Age,Height
7.367182020405163,85.1358482980796
17.162143208968576,173.01278237743114
13.443897010793886,128.2838572695978
11.177194231349622,107.63167530573106
3.6523168875214207,72.926020715469
3.651906845715445,69.44411653085669
1.987421406859391,56.95884829129034
15.724994478173898,152.51630119419303
11.21895519963455,107.31493742150809
13.037233822532773,126.26558208961832
1.3499364030286416,59.64617096266172
17.488467486753905,175.27530650542928
15.151524893607169,144.6813137272183
4.609764881530695,74.08077672499472
4.091024442520711,72.51027261258977
4.117876667508375,75.33136579417675
6.172118130312141,80.24712036155353
9.920859337748043,97.71995627784649
8.343065316915968,89.49154051051603
5.950895383366713,77.71495120441998
11.40149921028045,111.01923940870834
3.3713956310847113,67.70985809246515
5.966459025098708,80.5240221238186
7.228151335992759,88.20871480255386
8.753189731689611,93.79845338814282
14.347991343681231,138.41776594234315
4.394454296692116,71.3106294003657
9.741985453031397,105.51035018163103
11.071047670654721,110.13254973465028
1.7896570162399614,56.8053911901591
11.328262482324453,107.94886861344284
3.898910102683956,70.70073155152774
2.1058770807497518,59.97072844043414
17.131054133306666,173.75081323483022
17.41574456226751,177.41926249544647
14.74275491797984,137.75996706219655
6.178434075947302,78.7751860845655
2.660425938108526,59.51501162882796
12.631961450706667,119.93940422548579
8.482592393573222,94.5539589536748
3.0746499923612403,65.90848432213171
9.418007471891594,93.97569041267799
1.5846048589587127,58.35597660942152
16.458446835339295,162.83999597941153
5.399259687200288,74.7866548454986
12.262878834017693,118.48734343700536
6.299088293519986,81.64096326371494
9.841156360022783,96.34835605553735
10.294074748835754,103.24706639155674
4.14252574393396,72.11459003559038
17.482938671997495,179.95170818790064
14.177257997138948,136.05256910719885
16.971482006591216,166.12805667897553
16.21206495727003,155.83641175926266
11.164299639788448,110.60198528632924
16.671861995392987,166.36239480817534
2.5043725348826316,63.809481890178276
4.331708661125468,81.29037203226414
1.7688639114791471,60.27154583412865
6.5306156229754935,85.49199221532898
7.607513924721194,90.42257403233899
5.612933540156231,79.69314582904565
15.0885376555828,140.53989172214114
7.064806553791017,87.22145582018824
5.775886664685473,76.94737028708343
10.225833413690223,101.21462079267178
3.3957118245709648,65.76515025328206
14.637348672818675,137.3034747310152
2.267360942556104,67.12345112946429
